,name,artist,release_date,genres
2093,The Lovecats,The Cure,2001,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']"
2094,Goodbye Agony,Black Veil Brides,2014,"['alternative metal', 'pop punk', 'screamo']"
2095,Into the Mystic - Live,Jason Isbell and the 400 Unit,2008,"['alternative country', 'folk', 'new americana', 'roots rock', 'stomp and holler']"
2096,Matsuri No Ato,Mika Nakashima,2017,['j-pop']
2097,Imaginate,Sech,2017,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']"
2098,Krivo polska,Hazelius Hedin,2014,"['finnish folk', 'folkmusik', 'nordic folk', 'nyckelharpa', 'swedish fiddle']"
2099,call the police,LCD Soundsystem,2017,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
2100,Cry Out To Jesus,Third Day,2005,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
2101,Casual,Doja Cat,2019,"['la indie', 'pop']"
2102,Little Room,The White Stripes,2001,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
2103,Only,Nicki Minaj,2014,"['dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'queens hip hop']"
2104,Yo Voy (feat. Yankee),Zion & Lennox,2014,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
2105,This and That,Curren$y,2018,"['alternative hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
2106,Poem - Jojoushi,LArc-en-Ciel,2005,"['anime', 'j-pop', 'j-poprock', 'visual kei']"
2107,Mary Poppins - Storyteller,Karen Dotrice,2004,"['disney', 'movie tunes']"
2108,Bury Me A G,Thug Life,1994,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
2109,Knock it Off,K-Ci & JoJo,2013,"['dance pop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2110,24 Hours,GASHI,2017,"['pop dance', 'pop rap', 'rap', 'trap soul']"
2111,Mala,Maluma,2012,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
2112,Got You On My Mind,NF,2016,"['hip hop', 'pop rap', 'rap']"
2113,A Thing of the Past,Phyllis Dillon,2004,"['reggae', 'rock steady', 'ska']"
2114,Suitcase Full of Sparks,Gregory Alan Isakov,2013,"['indie folk', 'new americana', 'pop folk', 'stomp and flutter', 'stomp and holler']"
2115,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",Ne-Yo,2018,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
2116,Fruit Juice,Snoop Lion,2013,['reggae fusion']
2117,b song,San Holo,2017,"['edm', 'electro house', 'electronic trap', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']"
2118,Babilla,Vico C,2009,"['latin', 'latin hip hop', 'rap conciencia', 'reggaeton', 'tropical']"
2119,Se Transforma (feat. Tony Dize),Nengo Flow,2017,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
2120,You Look Like Rain,Morphine,1993,"['alternative rock', 'boston rock']"
2121,I Belong Here,Set Mo,2017,['aussietronica']
2122,Hound Dog,The Countdown Kids,2014,['childrens music']
2123,Video Game Doctor,Pete Holmes,2013,"['comedy', 'comic', 'deep comedy', 'new comedy']"
2124,Je técris,Grégory Lemarchal,2006,"['chanson', 'francoton', 'french pop']"
2125,Truly Madly Deeply,Savage Garden,1997,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']"
2126,Stuck In A Movie!,The Aquabats!,2005,"['comic', 'modern ska punk', 'punk', 'ska', 'ska punk']"
2127,"Bach: Cello Suite No. 1 in G Major, BWV 1007: V. Menuet I",Johann Sebastian Bach,1995,"['baroque', 'classical', 'early music', 'german baroque']"
2128,GIVE MY LOVE,JOYRYDE,2016,"['bass house', 'edm', 'electro house', 'electronic trap']"
2129,Friction,Imagine Dragons,2014,"['modern rock', 'pop', 'rock']"
2130,Your Way or the Rope,RagnBone Man,2017,['neo soul']
2131,Eet,Regina Spektor,2009,"['indie pop', 'lilith', 'piano rock', 'pop rock']"
2132,Bad Moon,Hollywood Undead,2017,"['alternative metal', 'nu metal', 'pop punk', 'rap metal', 'rap rock']"
2133,UR NOT PRECIOUS,Aries,2017,"['emo rap', 'pop rap', 'sad rap']"
2134,Feeling You,Lucas Coly,2017,['pop r&b']
2135,Bake Sale (feat. Travis Scott),Wiz Khalifa,2016,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2136,...Familiar Place,Lucy Dacus,2016,"['art pop', 'bubblegrunge', 'indie folk', 'indie pop', 'indie rock']"
2137,So You Go,Old Dominion,2017,"['contemporary country', 'country road']"
2138,Little Bit,Lykke Li,2008,"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']"
2139,Caught Up,Caleborate,2017,"['bay area indie', 'cali rap', 'indie hip hop', 'underground hip hop']"
2140,DAD (feat. $ean Wire),Sebastian Mikael,2018,"['alternative r&b', 'indie r&b']"
2141,No Es Lo Mismo,Ñejo & Dalmata,2007,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
2142,Te Doy Mi Voz,Ronald Borjas,2015,"['modern salsa', 'pop reggaeton', 'salsa venezolana']"
2143,Wraith,WEAVER,2017,"['anime', 'anime rock', 'j-poprock']"
2144,Lost - Instrumental,Children Songs Company,2014,['childrens music']
2145,Heaven Knows,The Pretty Reckless,2014,"['alternative metal', 'candy pop']"
2146,Hard Candy and Formaldehyde,Dan Cummins,2016,"['comedy', 'deep comedy', 'new comedy']"
2147,"Requiem, K. 626: Dies irae",Wolfgang Amadeus Mozart,2013,"['classical', 'classical era']"
2148,Threads,Portishead,2008,"['art pop', 'chamber psych', 'electronica', 'laboratorio', 'trip hop']"
2149,The Outernationalist,Thievery Corporation,2002,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']"
2150,Fool Yourself,Little Feat,1973,"['blues rock', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'swamp rock']"
2151,"Glorias Step - Live - (take 1, interrupted)",Bill Evans Trio,2005,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trio', 'soul jazz', 'stride']"
2152,"18 Pieces, Op. 72, TH 151: No. 17. Passé lointain",Pyotr Ilyich Tchaikovsky,2017,['french classical piano']
2153,Jpop Xfile,Ling tosite sigure,2005,"['j-poprock', 'j-rock', 'japanese emo', 'japanese math rock', 'japanese post-hardcore']"
2154,A Dream Is a Wish,Suburban Legends,2013,"['modern ska punk', 'oc indie', 'ska', 'ska punk']"
2155,Here We Go Again,Ray Charles,2004,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
2156,Solitaire,Chris Webby,2018,"['indie pop rap', 'pop rap', 'rap']"
2157,All Time High,Jon Pardi,2016,"['contemporary country', 'country', 'country road', 'modern country rock']"
2158,I’ve Got A Lovely Bunch Of Coconuts,Juice Music,2008,"['australian childrens music', 'nursery']"
2159,What Ever Happened?,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
2160,CALLIGRAPHY,Saba,2018,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']"
2161,Mama Roux,Dr. John,1968,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'modern blues', 'new orleans blues', 'piano blues', 'psychedelic rock', 'roots rock', 'soul']"
2162,When I Look Into Your Holiness,Kent Henry,1993,"['christian relaxative', 'classic praise', 'world worship', 'worship']"
2163,Wrong Side,Noah Gundersen,2018,"['acoustic pop', 'alternative roots rock', 'indie folk', 'stomp and holler']"
2164,Electric Relaxation,A Tribe Called Quest,1999,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']"
2165,"Donizetti: La fille du Regiment: Allons, allons, march, march - Chorus, Marie, Sulpice, Tonio - Act One",Gaetano Donizetti,2005,"['early romantic era', 'italian opera', 'italian romanticism']"
2166,Fading Away,Ollie,2016,"['emo rap', 'sad rap']"
2167,Broad Channel,Bing & Ruth,2015,"['ambient', 'art pop', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'fourth world', 'neo-classical']"
2168,To the Dreamers,for KING & COUNTRY,2015,"['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']"
2169,Ixtapa - Remastered,Rodrigo y Gabriela,2017,"['acoustic rock', 'rumba', 'world']"
2170,Ive Wanted You,First Aid Kit,2018,"['stomp and holler', 'swedish americana', 'swedish country']"
2171,Karens Journey Starts,John Barry,1997,"['adult standards', 'british soundtrack', 'classic soundtrack', 'scorecore', 'soundtrack']"
2172,Ya Man Aint Me,Chris Brown,2005,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
2173,Sloe Gin - Live,Joe Bonamassa,2009,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
2174,Orphan - Acoustic,Ashley Monroe,2019,"['contemporary country', 'country', 'country dawn', 'country pop', 'kentucky roots']"
2175,Semiramide: Overture (Live),Gioachino Rossini,1974,"['austrian orchestra', 'classical', 'classical performance', 'orchestra']"
2176,Wooden Ships - Remastered,"Crosby, Stills & Nash",1969,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
2177,Brian Nichols / Lil Jon / MTV Cribs / Bitches,Greg Giraldo,2006,"['comedy', 'latino comedy', 'new comedy']"
2178,One of Them Days (feat. Twiztid),Lil Wyte,2013,"['country rap', 'crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'redneck', 'southern hip hop', 'trap']"
2179,Money On My Mind,Lil Wayne,2005,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
2180,The Great Escape,Boys Like Girls,2007,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']"
2181,Uptight Good Woman,Solomon Burke,2000,"['classic soul', 'funk', 'motown', 'soul', 'soul blues', 'southern soul']"
2182,Coppélia / Tableau 1: No. 7 Czárdás,Léo Delibes,2018,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
2183,Rayuela,Gotan Project,2010,"['electronica', 'jazztronica', 'neotango', 'nu jazz', 'world']"
2184,Voilà,N.E.R.D,2017,"['hip hop', 'virginia hip hop']"
2185,My Best Friend,Triosence,2007,"['contemporary jazz', 'german jazz', 'modern jazz trio', 'swedish jazz']"
2186,"Goldberg Variations, BWV 988: Variation 12 Canone alla Quarta - Remastered",Johann Sebastian Bach,1981,"['baroque', 'classical', 'early music', 'german baroque']"
2187,Animals,Maroon 5,2014,"['pop', 'pop rock']"
2188,Han and Leia,John Williams,2015,['soundtrack']
2189,(Forget About) Georgia,Lukas Nelson and Promise of the Real,2016,"['deep new americana', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'roots rock', 'stomp and holler']"
2190,Soldier of Love,Pearl Jam,1999,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
2191,Crazy In Love,Farruko,2013,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
2192,Hysteria,Def Leppard,1987,"['album rock', 'hard rock', 'nwobhm', 'rock']"
2193,Ratatouille Main Theme,Michael Giacchino,2007,['soundtrack']
2194,Words Of Amber,Ólafur Arnalds,2013,"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']"
2195,Spark in the Dark,Alice Cooper,1989,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
2196,Super Fade,Fall Out Boy,2018,"['emo', 'modern rock', 'pop punk']"
2197,Emotion,Astrid S,2018,"['dance pop', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
2198,All Over,Cale Dodds,2017,"['contemporary country', 'country pop']"
2199,To My Knees - Live,Hillsong Young & Free,2016,"['ccm', 'christian music', 'world worship', 'worship']"
2200,Come And Get It,Westbound Train,2009,"['modern ska punk', 'ska', 'ska punk', 'ska revival', 'traditional ska']"
2201,Hear Me,Imagine Dragons,2012,"['modern rock', 'pop', 'rock']"
2202,Say It Aint So,Weezer,1994,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'rock']"
2203,Truth,Seether,2005,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']"
2204,Piece Of Cake,Weezer,2019,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'rock']"
2205,Cold as Stone - Lipless Remix,Kaskade,2018,"['big room', 'chicago house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'pop dance', 'progressive house', 'tropical house', 'vocal house']"
2206,"Give Me the Simple Life - From Father of the Bride, Pt. II",Steve Tyrell,1999,"['adult standards', 'lounge', 'vocal jazz']"
2207,Hollywood Niggaz,Tyga,2015,"['dance pop', 'hip hop', 'pop rap', 'rap', 'trap']"
2208,RECOVER,X Ambassadors,2019,"['modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']"
2209,Like I Remember You,Vera Blue,2019,"['australian indie', 'australian pop']"
2210,Autumn Nocturne,John Surman,2018,"['british jazz', 'contemporary jazz', 'ecm-style jazz', 'jazz saxophone', 'swedish jazz']"
2211,Yesterday,Atmosphere,2008,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']"
2212,Mis Caras Sufriendo,Pj Sin Suela,2015,['reggae en espanol']
2213,Bogart & Bergman - From La La Land Score,Justin Hurwitz,2016,"['hollywood', 'movie tunes']"
2214,Andrea Chénier / Act 4: Come un bel dì di maggio,Umberto Giordano,2014,"['adult standards', 'classical tenor', 'italian tenor', 'operatic pop']"
2215,Cowboy!,Randy Newman,2010,"['disney', 'movie tunes', 'singer-songwriter']"
2216,Troops March On,Nobuo Uematsu,1994,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
2217,Love in the Middle of a Firefight,Dillon Francis,2014,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'pop dance', 'tropical house']"
2218,Atlantic,Sleeping At Last,2014,"['ambient worship', 'chamber pop', 'dreamo', 'pop']"
2219,You Come First (feat. Saweetie),Zak Abel,2018,['uk contemporary r&b']
2220,"Cello Suite No. 3 in C Major, BWV 1009: III. Courante",Johann Sebastian Bach,1983,"['baroque', 'classical', 'early music', 'german baroque']"
2221,Wait,Sabrina Claudio,2017,"['alternative r&b', 'pop']"
2222,"Huntin, Fishin And Lovin Every Day",Luke Bryan,2015,"['contemporary country', 'country', 'country road']"
2223,Girlfriend,Phoenix,2009,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']"
2224,パンダヒーロー - ORIGINAL,hachi,2011,"['anime rock', 'j-pop']"
2225,Malibu Man,Dan Auerbach,2017,"['funk', 'garage rock', 'indie folk', 'modern blues rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']"
2226,Levitation,Beach House,2015,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'modern dream pop']"
2227,Steal My Thunder,Keith Urban,2018,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
2228,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019,"['electropop', 'pop', 'pop rap']"
2229,Yo No Naci Para Amar,Inspector,2012,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']"
2230,Embuwa Bey Lamitu,Hailu Mergia,2016,"['afrobeat', 'afropop', 'ethio-jazz', 'freak folk', 'funk', 'indie jazz', 'world']"
2231,We All Get Lonely,Trampled by Turtles,2018,"['bluegrass', 'deep new americana', 'duluth indie', 'indie folk', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']"
2232,Im The One,Average White Band,1976,"['disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']"
2233,Riot in Cell Block Number Nine,The Blues Brothers,1980,"['blues', 'blues rock']"
2234,The Way I Talk,Morgan Wallen,2018,"['contemporary country', 'deep talent show']"
2235,Living the Dream,Sturgill Simpson,2014,"['alternative americana', 'indie folk', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country', 'roots rock']"
2236,Reunion,Nobuo Uematsu,1997,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
2237,Things Behind The Sun,Nick Drake,1972,"['british folk', 'folk', 'folk rock', 'freak folk', 'melancholia', 'rock', 'singer-songwriter']"
2238,Estate,Chris Botti,2007,"['adult standards', 'jazz trumpet', 'smooth jazz', 'vocal jazz']"
2239,The Winning Team,Patton Oswalt,2004,"['comedy', 'comic']"
2240,"Requiem, K. 626: III, Pt. 6, Lacrymosa",Wolfgang Amadeus Mozart,2019,"['classical', 'classical era']"
2241,Martha (opera in 4 Acts) / Act 2: Last Rose of Summer,Renée Fleming,2017,"['classic soundtrack', 'scorecore', 'soundtrack']"
2242,No Air (feat. Chris Brown),Jordin Sparks,2007,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']"
2243,Fine China,Chris Brown,2014,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
2244,Victory (feat. The Notorious B.I.G. & Busta Rhymes),Diddy,1997,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
2245,虹を待つ人,BUMP OF CHICKEN,2014,"['j-pop', 'j-poprock', 'j-rock']"
2246,Silent Ride,Boogie,2019,"['rap', 'underground hip hop']"
2247,Minnesota,Lil Yachty,2016,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
2248,Le 9 septembre 1573,Jean Piat,2006,['french movie tunes']
2249,HeadBand (feat. 2 Chainz),B.o.B,2013,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop dance', 'pop rap', 'pop rock', 'rap', 'southern hip hop']"
2250,Wild World,Maxi Priest,1991,"['lovers rock', 'reggae', 'reggae fusion', 'roots reggae']"
2251,Manon Lescaut / Act 2: In quelle trine morbide,Giacomo Puccini,2016,"['classical soprano', 'opera', 'operatic pop']"
2252,Suge,DaBaby,2019,"['north carolina hip hop', 'rap']"
2253,Vikings Sail Home,Trevor Morris,2013,"['canadian soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
2254,The Snorter,Nick Di Paolo,2004,"['comedy', 'deep comedy', 'new comedy']"
2255,She Knows Nothing About My Penis,Robert Kelly,2008,"['comedy', 'deep comedy', 'new comedy']"
